author_id,name,dblp_pid,orcid,paper_count,weighted_degree,community_id,community_label,bridge_score
pid:75/8639-2,Jianyu Chen 0002,75/8639-2,0000-0003-0282-8621,11,11,35,Community 36,0.0
pid:184/8221,Tianpei Yang,184/8221,0000-0002-5497-7146,8,11,35,Community 36,0.0
pid:192/6688-2,Jinyi Liu 0002,192/6688-2,0000-0002-4537-348X,4,11,35,Community 36,0.0
pid:47/4826-16,Dong Li 0016,47/4826-16,0000-0002-8800-1483,11,10,35,Community 36,0.0
pid:33/4058-2,Tong Lu 0002,33/4058-2,0000-0002-7051-5347,7,9,35,Community 36,0.0
pid:95/4545-2,Xiang Deng 0002,95/4545-2,0000-0002-5957-1866,7,9,35,Community 36,0.0
pid:345/8170,Hanzhu Chen,345/8170,0009-0005-4314-2599,6,9,35,Community 36,0.0
pid:208/9091,Jingliang Duan,208/9091,0000-0002-3697-1576,5,9,35,Community 36,0.0
pid:222/7906,Dazhong Shen,222/7906,0000-0002-3947-4153,5,8,35,Community 36,0.0
pid:30/4057-1,Qi Lv 0001,30/4057-1,0000-0002-8507-7167,4,8,35,Community 36,0.0
pid:203/1536-4,Wenxuan Wang 0004,203/1536-4,0000-0002-0193-816X,4,8,35,Community 36,0.0
pid:53/8773-2,Haoyang Liu 0002,53/8773-2,0009-0002-8594-4045,4,7,35,Community 36,0.0
pid:53/5234,Zhiwu Lu 0001,53/5234,0000-0003-0280-7724,14,6,35,Community 36,0.0
pid:28/5434-2,Yulin Wang 0002,28/5434-2,0000-0002-1363-0234,6,6,35,Community 36,0.0
pid:84/586-35,Peng Xu 0035,84/586-35,0009-0008-8742-2420,3,6,35,Community 36,0.0
pid:60/7642,Si Liu 0001,60/7642,0000-0002-9180-2935,11,5,35,Community 36,0.0
pid:56/2875-12,Rui Huang 0012,56/2875-12,0000-0003-4970-698X,5,5,35,Community 36,0.0
pid:182/4717-1,Rui Shao 0001,182/4717-1,0000-0003-0090-9604,5,5,35,Community 36,0.0
pid:236/4930,Yinchuan Li,236/4930,0000-0002-4263-5130,7,4,35,Community 36,0.0
pid:48/8875,Dongxiao He,48/8875,0000-0002-1915-4179,6,4,35,Community 36,0.0
pid:60/1866,Shengping Zhang,60/1866,0000-0001-5200-3420,6,4,35,Community 36,0.0
pid:170/1496-2,Yaodong Yang 0002,170/1496-2,0000-0001-8660-2376,5,4,35,Community 36,0.0
pid:66/3172-9,Yi Jiang 0009,66/3172-9,0000-0002-2133-8719,5,4,35,Community 36,0.0
pid:33/2451-1,Rui Lu 0001,33/2451-1,0009-0003-4850-8401,4,4,35,Community 36,0.0
pid:26/379-23,Xing Li 0023,26/379-23,0000-0003-1669-5954,4,4,35,Community 36,0.0
pid:22/4460-2,Tao Xiang 0002,22/4460-2,0000-0002-2530-1059,10,3,35,Community 36,0.0
pid:52/2889,Pheng-Ann Heng,52/2889,0000-0003-3055-5034,9,3,35,Community 36,0.0
pid:78/1102-6,Shuo Yang 0006,78/1102-6,0000-0001-6145-0150,8,3,35,Community 36,0.0
pid:156/3720,Jinliang Zheng,156/3720,0009-0000-0605-2969,5,3,35,Community 36,0.0
pid:195/9947-1,Chuanhao Li 0001,195/9947-1,0000-0002-5769-3739,3,3,35,Community 36,0.0
pid:281/6904,Matthieu Gaetan Lin,281/6904,0009-0004-4265-6830,3,3,35,Community 36,0.0
pid:236/2820,Weili Guan,236/2820,0000-0002-5658-5509,3,3,35,Community 36,0.0
pid:212/8952,Zhixuan Liang,212/8952,0009-0008-6815-9866,3,3,35,Community 36,0.0
pid:38/4525,Marc G. Bellemare,38/4525,0000-0002-6096-0105,29,3,36,Community 37,0.0
pid:21/10949,Marlos C. Machado,21/10949,0000-0002-0117-6134,14,3,36,Community 37,0.0
pid:59/5879,Charles Sutton,59/5879,0000-0002-0041-3820,28,3,37,Community 38,0.0
pid:121/4943,Miltiadis Allamanis,121/4943,0000-0002-5819-9900,16,3,37,Community 38,0.0
pid:241/0472-3,Bo Han 0003,241/0472-3,0000-0002-6338-0958,130,342,38,Community 39,4.222222222222222
pid:150/6667,Tongliang Liu,150/6667,0000-0002-9640-6472,130,286,38,Community 39,8.223776223776223
pid:96/3115-1,Kun Zhang 0001,96/3115-1,0000-0002-0738-9958,114,150,38,Community 39,8.64
pid:26/3367-1,Gang Niu 0001,26/3367-1,0000-0002-7353-5079,81,145,38,Community 39,2.0689655172413794
pid:76/847-6,Lei Feng 0006,76/847-6,0000-0003-2839-5799,46,86,38,Community 39,0.0
pid:77/1318-3,Feng Liu 0003,77/1318-3,0000-0002-5005-9129,41,84,38,Community 39,0.21428571428571427
pid:166/5900,Jiangchao Yao,166/5900,0000-0001-6115-5194,31,81,38,Community 39,0.0
pid:27/6859-3,Yonggang Zhang 0003,27/6859-3,0000-0002-4080-7592,29,67,38,Community 39,0.0
pid:85/3714-2,Ya Zhang 0002,85/3714-2,0000-0002-5390-9053,26,66,38,Community 39,1.9393939393939394
pid:55/5407-1,Yanfeng Wang 0001,55/5407-1,0000-0002-3196-2347,30,64,38,Community 39,1.125
pid:227/2664,Jingfeng Zhang,227/2664,0000-0003-3491-8074,24,46,38,Community 39,0.0
pid:42/6178-1,Bo An 0001,42/6178-1,0000-0002-7064-7438,52,45,38,Community 39,6.666666666666666
pid:62/3571-1,Zhen Fang 0001,62/3571-1,0000-0003-0602-6255,19,43,38,Community 39,0.0
pid:10/8359-1,Nannan Wang 0001,10/8359-1,0000-0002-4695-6134,20,42,38,Community 39,0.0
pid:03/5204-1,Xinmei Tian 0001,03/5204-1,0000-0002-5952-8753,21,40,38,Community 39,12.675
pid:c/GuangyiChen-2,Guangyi Chen 0002,c/GuangyiChen-2,0000-0001-7542-5378,23,39,38,Community 39,0.0
pid:51/3710-18,Yang Liu 0018,51/3710-18,0000-0001-8420-6011,58,36,38,Community 39,0.0
pid:76/5774-2,Yongqiang Chen 0002,76/5774-2,0000-0003-2485-3529,15,35,38,Community 39,2.8000000000000003
pid:k/JamesTinYauKwok,James T. Kwok,k/JamesTinYauKwok,0000-0002-4828-8248,41,32,38,Community 39,0.0
pid:126/8982-1,Haobo Wang 0001,126/8982-1,0000-0001-8586-3048,18,30,38,Community 39,0.0
pid:230/9625,Yu Yao 0005,230/9625,0000-0001-9797-364X,15,30,38,Community 39,0.0
pid:158/1014,Quanming Yao,158/1014,0000-0001-8944-8618,26,29,38,Community 39,0.0
pid:245/6109-1,Yujia Zheng 0001,245/6109-1,0009-0003-5225-6366,17,28,38,Community 39,0.0
pid:99/4522,Xinbo Gao 0001,99/4522,0000-0003-1443-0776,14,28,38,Community 39,0.0
pid:35/5873,Ivor W. Tsang,35/5873,0000-0001-8095-4637,34,24,38,Community 39,0.0
pid:61/6904-1,Xin Geng 0001,61/6904-1,0000-0001-7729-0622,28,24,38,Community 39,0.0
pid:128/8266-2,Junbo Zhao 0002,128/8266-2,0000-0002-3637-2936,12,23,38,Community 39,0.0
pid:09/3613,Mohan S. Kankanhalli,09/3613,0000-0002-4846-2015,23,22,38,Community 39,0.0
pid:24/6437-1,Jinhui Xu 0001,24/6437-1,0000-0001-5730-9429,19,22,38,Community 39,0.0
pid:67/6383-1,Gang Chen 0001,67/6383-1,0000-0002-7483-0045,14,22,38,Community 39,0.0
pid:27/10487-1,Zijian Li 0001,27/10487-1,0000-0002-3964-3789,13,21,38,Community 39,0.0
pid:50/671-6,Yu Zhang 0006,50/671-6,0000-0003-1100-4835,21,20,38,Community 39,1.6
pid:50/5754-1,Jun Yu 0001,50/5754-1,0000-0002-3197-8103,11,20,38,Community 39,0.0
pid:39/3130-4,Dawei Zhou 0004,39/3130-4,0000-0002-0694-3603,7,19,38,Community 39,0.0
pid:68/1260-4,Feng Hong 0004,68/1260-4,0009-0004-0137-4087,5,18,38,Community 39,0.0
pid:11/4605-2,Feng Xie 0002,11/4605-2,0000-0001-7229-3955,15,17,38,Community 39,0.0
pid:42/4142-2,Xin Jiang 0002,42/4142-2,0000-0002-9117-8247,22,16,38,Community 39,0.0
pid:42/3241-1,Miao Xu 0001,42/3241-1,0000-0001-9409-6960,10,16,38,Community 39,0.0
pid:24/2536,Xiaowen Chu 0001,24/2536,0000-0001-9745-4372,9,16,38,Community 39,2.0
pid:04/5856-9,Ning Xu 0009,04/5856-9,0000-0001-8336-5926,15,15,38,Community 39,0.0
pid:124/2136,Long Lan,124/2136,0000-0002-4238-8985,7,15,38,Community 39,0.0
pid:48/3396-2,Wenjing Yang 0002,48/3396-2,0000-0002-6997-0406,7,15,38,Community 39,0.0
pid:200/0854-1,Kaili Ma 0001,200/0854-1,0000-0001-9484-8915,5,15,38,Community 39,0.0
pid:42/1222-2,Han Yang 0002,42/1222-2,0000-0003-2782-7502,4,15,38,Community 39,0.0
pid:226/5688-2,Zhihan Zhou 0002,226/5688-2,0000-0002-9475-465X,4,15,38,Community 39,0.0
pid:33/678-4,Hang Xu 0004,33/678-4,0000-0003-3645-8972,28,13,38,Community 39,0.0
pid:18/5410-15,Di Wang 0015,18/5410-15,0000-0003-4908-0243,21,13,38,Community 39,0.0
pid:39/2936-1,Jie Lu 0001,39/2936-1,0000-0003-0690-4732,9,13,38,Community 39,0.0
pid:296/1601-2,Zeyu Tang 0002,296/1601-2,0000-0002-4423-4728,9,13,38,Community 39,0.0
pid:139/3158-1,Ziyun Huang 0001,139/3158-1,0000-0003-3484-7907,8,13,38,Community 39,0.0
pid:51/5804,Javen Qinfeng Shi,51/5804,0000-0002-9126-2107,6,13,38,Community 39,0.0
pid:144/6087-1,Yixuan Li 0001,144/6087-1,0000-0003-3479-4323,47,12,38,Community 39,0.0
pid:36/4526-3,Mu Li 0003,36/4526-3,0000-0002-4433-2301,13,11,38,Community 39,0.0
pid:17/7724-2,Zhengming Chen 0002,17/7724-2,0000-0002-3839-5269,7,11,38,Community 39,0.0
pid:293/3368,Abudukelimu Wuerkaixi,293/3368,0000-0002-5609-606X,5,11,38,Community 39,0.0
pid:75/4402-1,Qun Liu 0001,75/4402-1,0000-0002-7000-1792,12,10,38,Community 39,0.0
pid:75/2669-1,Jianxin Wang 0001,75/2669-1,0000-0003-1516-0480,7,10,38,Community 39,0.0
pid:131/6710-2,Yuhang Liu 0002,131/6710-2,0000-0002-8195-9349,4,10,38,Community 39,0.0
pid:222/3357,Jean-Francois Ton,222/3357,0000-0002-2756-8945,15,9,38,Community 39,3.5555555555555554
pid:v/AntonvandenHengel,Anton van den Hengel,v/AntonvandenHengel,0000-0003-3027-8364,12,9,38,Community 39,0.0
pid:252/5354,Hansi Yang,252/5354,0000-0002-0479-9898,6,9,38,Community 39,0.0
pid:19/5112-8,Zhen Zhang 0008,19/5112-8,0000-0003-2805-4396,4,9,38,Community 39,0.0
pid:x/JianliangXu,Jianliang Xu,x/JianliangXu,0000-0001-9404-5848,3,9,38,Community 39,0.0
pid:41/1074-1,Jianzhong Qi 0001,41/1074-1,0000-0001-6501-9050,7,8,38,Community 39,0.0
pid:184/3481,Erkun Yang,184/3481,0000-0002-0855-1646,5,8,38,Community 39,0.0
pid:16/5105-16,Fei Zhang 0016,16/5105-16,0009-0005-6618-269X,4,8,38,Community 39,0.0
pid:13/8659-4,Shuai Zheng 0004,13/8659-4,0000-0001-6719-2287,7,7,38,Community 39,0.0
pid:67/4972-1,Yi Zhu 0001,67/4972-1,0000-0002-6482-6712,7,7,38,Community 39,0.0
pid:89/7407,Yongkang Wong,89/7407,0000-0002-1239-4428,7,7,38,Community 39,0.0
pid:285/4704-1,Feiyang Ye 0001,285/4704-1,0000-0002-1277-4519,5,7,38,Community 39,0.0
pid:37/628-1,Guangquan Zhang 0001,37/628-1,0000-0003-3960-0583,5,7,38,Community 39,0.0
pid:06/2186,Dadong Wang,06/2186,0000-0003-0409-2259,4,7,38,Community 39,0.0
pid:31/5736-1,Xiang Liu 0001,31/5736-1,0009-0003-2639-1804,4,7,38,Community 39,2.571428571428571
pid:59/7950-4,Yifan Shen 0004,59/7950-4,0000-0003-2358-1146,4,7,38,Community 39,0.0
pid:72/3762-1,Yiling Chen 0001,72/3762-1,0000-0002-0166-594X,12,6,38,Community 39,0.0
pid:177/5191-1,Rui Ye 0001,177/5191-1,0009-0007-5998-8200,7,6,38,Community 39,0.0
pid:117/3982-2,Xiaofeng Cao 0002,117/3982-2,0000-0002-4191-009X,7,5,38,Community 39,0.0
pid:184/5722,Hehe Fan,184/5722,0000-0001-9572-2345,8,4,38,Community 39,0.0
pid:83/4665-2,Yan Zeng 0002,83/4665-2,0000-0001-7721-2560,6,4,38,Community 39,0.0
pid:131/9490-1,Youzhi Zhang 0001,131/9490-1,0000-0002-2984-734X,6,4,38,Community 39,0.0
pid:186/3430-1,Shuo He 0001,186/3430-1,0009-0002-5241-5307,4,4,38,Community 39,0.0
pid:96/4269-7,Xin Cheng 0007,96/4269-7,0009-0008-7928-6713,4,4,38,Community 39,0.0
pid:32/9374-5,Yulong Zhang 0005,32/9374-5,0000-0002-4038-1616,4,4,38,Community 39,0.0
pid:89/5992-40,Li Zhang 0040,89/5992-40,0000-0003-1031-5420,16,3,38,Community 39,0.0
pid:60/4671-1,Xiaofeng Zhu 0001,60/4671-1,0000-0001-6840-0578,10,3,38,Community 39,0.0
pid:12/3420,Yiu-ming Cheung,12/3420,0000-0001-7629-4648,10,3,38,Community 39,0.0
pid:62/10068,Damien Teney,62/10068,0000-0003-2130-6650,8,3,38,Community 39,0.0
pid:24/10003,Ruiming Tang,24/10003,0000-0002-9224-2431,6,3,38,Community 39,0.0
pid:64/4492-13,Tao Lin 0013,64/4492-13,0000-0002-7382-6677,6,3,38,Community 39,0.0
pid:130/1013-2,Ximing Li 0002,130/1013-2,0000-0001-8190-5087,5,3,38,Community 39,0.0
pid:247/5999,Cristian Rodriguez Opazo,247/5999,0000-0002-2108-3904,4,3,38,Community 39,0.0
pid:147/1393-2,Yaqing Wang 0002,147/1393-2,0000-0003-1457-1114,4,3,38,Community 39,0.0
pid:67/4972-4,Yi Zhu 0004,67/4972-4,0000-0002-5087-895X,4,3,38,Community 39,0.0
pid:254/1202,Andrew Estornell,254/1202,0000-0001-7134-2081,3,3,38,Community 39,0.0
pid:70/3604-1,Chen Qian 0001,70/3604-1,0000-0002-6882-9590,3,3,38,Community 39,0.0
pid:02/736-113,Jing Wang 0113,02/736-113,0000-0003-2734-7138,3,3,38,Community 39,0.0
pid:211/0071-2,Lang Feng 0002,211/0071-2,0000-0003-2543-1344,3,3,38,Community 39,0.0
pid:43/2782-4,Qi Wei 0004,43/2782-4,0000-0002-4073-7598,3,3,38,Community 39,0.0
pid:296/0450,Roberto Legaspi,296/0450,0000-0001-8909-635X,3,3,38,Community 39,0.0
pid:75/4734-1,Tomoya Sakai 0001,75/4734-1,0000-0003-3510-0979,3,3,38,Community 39,0.0
pid:41/3249-7,Wentao Zhang 0007,41/3249-7,0009-0008-2767-6998,3,3,38,Community 39,0.0
pid:13/1520-11,Xi Yang 0011,13/1520-11,0000-0002-5791-3674,3,3,38,Community 39,0.0
pid:70/2539-4,Zhen Yang 0004,70/2539-4,0000-0002-6058-0217,3,3,38,Community 39,0.0
pid:178/8621,Zhiguang Cao,178/8621,0000-0002-4499-759X,28,52,39,Community 40,0.0
pid:50/5489-4,Wen Song 0004,50/5489-4,0000-0001-7624-1861,12,39,39,Community 40,0.0
pid:192/4964,Yaoxin Wu,192/4964,0000-0002-3625-6599,16,37,39,Community 40,0.0
pid:84/6889-2,Jie Zhang 0002,84/6889-2,0000-0001-8996-7581,12,35,39,Community 40,0.0
pid:296/2326-2,Jianan Zhou 0002,296/2326-2,0000-0002-4896-148X,7,21,39,Community 40,0.0
pid:160/6245-1,Yining Ma 0001,160/6245-1,0000-0002-6639-8547,11,17,39,Community 40,0.0
pid:65/7184,Yue-Jiao Gong,65/7184,0000-0002-5648-1160,5,3,39,Community 40,0.0
pid:256/9406,Xia Hu 0001,256/9406,0000-0003-2234-3226,32,66,40,Community 41,0.0
pid:178/7315,Kaixiong Zhou,178/7315,0000-0001-5226-8736,18,36,40,Community 41,0.0
pid:84/6405,Shuiwang Ji,84/6405,0000-0002-4205-4563,47,30,40,Community 41,0.0
pid:167/0903,Daochen Zha,167/0903,0000-0002-6677-7504,13,22,40,Community 41,0.0
pid:217/3235,Zhimeng Jiang,217/3235,0000-0001-6933-3952,14,20,40,Community 41,0.0
pid:25/692-1,Xiao Huang 0001,25/692-1,0000-0002-3867-900X,10,15,40,Community 41,0.0
pid:61/2408-1,Heng Ji 0001,61/2408-1,0000-0002-0464-7966,24,14,40,Community 41,0.0
pid:213/0985,Guanchu Wang,213/0985,0000-0003-3258-762X,7,13,40,Community 41,0.0
pid:c/VipinChaudhary,Vipin Chaudhary,c/VipinChaudhary,0000-0001-9672-6225,6,11,40,Community 41,0.0
pid:145/4489-1,Ninghao Liu 0001,145/4489-1,0000-0002-9170-2424,11,10,40,Community 41,0.0
pid:41/7841-15,Meng Liu 0015,41/7841-15,0000-0002-9420-3874,11,9,40,Community 41,0.0
pid:29/3081-23,Fan Yang 0023,29/3081-23,0000-0003-3442-754X,7,9,40,Community 41,0.0
pid:53/2189-35,Li Li 0035,53/2189-35,0000-0002-3365-8904,3,6,40,Community 41,0.0
pid:97/4626-59,Yi Liu 0059,97/4626-59,0000-0001-7405-7972,8,5,40,Community 41,0.0
pid:264/9892-2,Xingyao Wang 0002,264/9892-2,0000-0002-3483-8624,7,5,40,Community 41,0.0
pid:266/1654,Xiaofeng Qian,266/1654,0000-0003-1627-288X,5,5,40,Community 41,0.0
pid:239/1928,Ruixiang Tang,239/1928,0000-0001-6476-2336,6,4,40,Community 41,0.0
pid:38/8097-3,Ziqi Wang 0003,38/8097-3,0000-0001-7772-0338,6,4,40,Community 41,0.0
pid:251/4029-1,Jiayi Yuan 0001,251/4029-1,0009-0005-9208-6677,4,3,40,Community 41,0.0
pid:175/3324-62,Hao Chen 0062,175/3324-62,0000-0001-6816-5344,3,3,40,Community 41,0.0
pid:93/1520-11,Jin Sun 0011,93/1520-11,0009-0004-2926-4023,3,3,40,Community 41,0.0
pid:96/5046-5,Zhao Xu 0005,96/5046-5,0000-0002-2618-7462,3,3,40,Community 41,0.0
pid:31/891-1,Peng Cui 0001,31/891-1,0000-0003-2957-8511,24,20,41,Community 42,0.0
pid:50/3402-64,Bo Li 0064,50/3402-64,0000-0001-5599-8857,12,16,41,Community 42,0.0
pid:245/5972,Renzhe Xu,245/5972,0000-0001-8418-0034,7,10,41,Community 42,0.0
pid:13/4741-1,Hao Zou 0001,13/4741-1,0000-0002-6000-6936,6,8,41,Community 42,0.0
pid:220/4059,Simon Kornblith,220/4059,0000-0002-9088-2443,24,3,42,Community 43,0.0
pid:210/5418,Lorenz Linhardt,210/5418,0000-0002-5533-5524,3,3,42,Community 43,0.0
pid:228/9127,Weijie J. Su,228/9127,0000-0003-1787-1219,24,8,43,Community 44,0.0
pid:190/7762-1,Hangfeng He 0001,190/7762-1,0000-0001-5136-1218,6,5,43,Community 44,0.0
pid:214/4437-1,Jiayao Zhang 0001,214/4437-1,0000-0001-8970-9881,3,3,43,Community 44,0.0
pid:80/1641,Yiran Chen 0001,80/1641,0000-0002-1486-8412,24,21,44,Community 45,0.0
pid:30/5330-1,Hai Li 0001,30/5330-1,0000-0003-3228-6544,16,21,44,Community 45,0.0
pid:66/7761-2,Jingwei Sun 0002,66/7761-2,0000-0001-7058-5794,7,11,44,Community 45,0.0
pid:21/6891-3,Wei Wen 0003,21/6891-3,0000-0003-0027-4821,5,9,44,Community 45,0.0
pid:119/8860,Bastian Rieck,119/8860,0000-0003-4335-0302,23,18,45,Community 46,0.0
pid:11/3733,Karsten M. Borgwardt,11/3733,0000-0001-7221-2393,17,12,45,Community 46,0.0
pid:168/7529,Christian Bock,168/7529,0000-0002-0701-5868,4,8,45,Community 46,0.0
pid:60/4140,Roland Kwitt,60/4140,0000-0001-9947-4465,12,3,45,Community 46,0.0
pid:259/0911,Corinna Coupette,259/0911,0000-0001-9151-2092,3,3,45,Community 46,0.0
pid:150/4259,Hyunwoo J. Kim,150/4259,0000-0002-2181-9264,23,10,46,Community 47,0.0
pid:03/1524-5,Jinyoung Park 0005,03/1524-5,0000-0001-6913-7556,5,8,46,Community 47,0.0
pid:77/7676-1,Seunghun Lee 0001,77/7676-1,0000-0001-9377-2832,5,8,46,Community 47,0.0
pid:158/5356,David M. Zoltowski,158/5356,0000-0003-0407-7841,7,7,47,Community 48,0.0
pid:06/3460,Jonathan W. Pillow,06/3460,0000-0002-3638-8831,23,4,47,Community 48,0.0
pid:142/2484,Scott W. Linderman,142/2484,0000-0002-3878-9073,25,3,47,Community 48,0.0
pid:99/3847-11,Jun Zhou 0011,99/3847-11,0000-0001-6033-6102,23,6,48,Community 49,0.0
pid:67/2010-12,Zhiqiang Zhang 0012,67/2010-12,0000-0002-2321-7259,4,3,48,Community 49,0.0
pid:204/2994,Ya-Lin Zhang 0001,204/2994,0000-0002-3244-1084,3,3,48,Community 49,0.0
pid:145/6563,Marzyeh Ghassemi,145/6563,0000-0001-6349-7251,23,6,49,Community 50,0.0
pid:95/4452-3,Haoran Zhang 0003,95/4452-3,0000-0003-1027-9976,7,6,49,Community 50,0.0
pid:67/1162,Vitaly Feldman,67/1162,0000-0002-3904-759X,23,3,50,Community 51,0.0
pid:179/2626,Audra McMillan,179/2626,0000-0003-4231-6110,5,3,50,Community 51,0.0
pid:132/7757,Farzan Farnia,132/7757,0000-0002-6049-9232,21,13,51,Community 52,0.0
pid:35/2875,Asuman E. Ozdaglar,35/2875,0000-0002-1827-1285,22,9,51,Community 52,0.0
pid:t/DavidNCTse,David Tse,t/DavidNCTse,0000-0003-1460-5900,12,7,51,Community 52,0.0
pid:l/HofungLeung,Ho-fung Leung,l/HofungLeung,0000-0003-4914-2934,5,7,51,Community 52,0.0
pid:66/1557-3,Xiaoyan Hu 0003,66/1557-3,0000-0002-5766-1059,4,7,51,Community 52,0.0
pid:182/2522-1,Alireza Fallah 0001,182/2522-1,0000-0002-9295-704X,8,6,51,Community 52,0.0
pid:242/8888,Tavor Z. Baharav,242/8888,0000-0001-8924-0243,5,3,51,Community 52,0.0
pid:g/CarlaPGomes,Carla P. Gomes,g/CarlaPGomes,0000-0002-4441-7225,22,6,52,Community 53,0.0
pid:s/BartSelman,Bart Selman,s/BartSelman,0000-0003-0666-3123,6,6,52,Community 53,0.0
pid:01/6788,Lorenzo Rosasco,01/6788,0000-0003-3098-383X,28,8,53,Community 54,0.0
pid:88/10332,Carlo Ciliberto,88/10332,0000-0003-0249-5273,22,5,53,Community 54,0.0
pid:166/1687,Raffaello Camoriano,166/1687,0000-0002-8890-2732,4,3,53,Community 54,0.0
pid:33/5513,Pierre-Yves Oudeyer,33/5513,0000-0002-1277-130X,20,24,54,Community 55,0.0
pid:50/5522,Olivier Sigaud,50/5522,0000-0002-8544-0229,12,18,54,Community 55,0.0
pid:28/4095,Sylvain Lamprier,28/4095,0000-0002-2508-922X,15,17,54,Community 55,0.0
pid:215/3872,Cédric Colas,215/3872,0000-0003-0212-427X,10,13,54,Community 55,0.0
pid:g/PatrickGallinari,Patrick Gallinari,g/PatrickGallinari,0000-0001-9060-9001,22,10,54,Community 55,0.0
pid:215/4886,Jean-Yves Franceschi,215/4886,0000-0003-3631-5349,8,7,54,Community 55,0.0
pid:124/0220,Clément Moulin-Frier,124/0220,0000-0002-7258-7256,5,5,54,Community 55,0.0
pid:15/2146,Benjamin Piwowarski,15/2146,0000-0001-6792-3262,5,4,54,Community 55,0.0
pid:12/3351,Jean-Noël Vittaut,12/3351,0000-0001-6654-4199,3,3,54,Community 55,0.0
pid:70/2508,Mohamed Chetouani,70/2508,0000-0002-2920-4539,3,3,54,Community 55,0.0
pid:62/6936,Cynthia Rudin,62/6936,0000-0003-4283-2780,21,18,55,Community 56,0.0
pid:s/MargoISeltzer,Margo I. Seltzer,s/MargoISeltzer,0000-0002-2165-4658,11,16,55,Community 56,0.0
pid:194/1565-1,Jiachang Liu 0001,194/1565-1,0000-0002-8786-4885,7,8,55,Community 56,0.0
pid:308/0775,Hayden McTavish,308/0775,0000-0001-7539-3062,4,6,55,Community 56,0.0
pid:165/5192,Ernest K. Ryu,165/5192,0000-0001-6820-9095,21,3,56,Community 57,0.0
pid:23/11268,Albert No,23/11268,0000-0002-6346-4182,6,3,56,Community 57,0.0
pid:37/6100,Swarat Chaudhuri,37/6100,0000-0002-6859-1391,21,10,57,Community 58,0.0
pid:01/1084-1,Abhinav Verma 0001,01/1084-1,0000-0002-9820-8285,8,6,57,Community 58,0.0
pid:j/ChrisJermaine,Chris Jermaine,j/ChrisJermaine,0009-0001-5458-9370,5,4,57,Community 58,0.0
pid:40/5825-1,Andreas Geiger 0001,40/5825-1,0000-0002-8151-3726,20,7,58,Community 59,0.0
pid:139/0761,Yiyi Liao,139/0761,0000-0001-6662-3022,4,4,58,Community 59,0.0
pid:220/3765,Kashyap Chitta,220/3765,0000-0002-3891-3230,3,3,58,Community 59,0.0
pid:175/3366,Cihang Xie,175/3366,0000-0003-1243-8045,20,6,59,Community 60,0.0
pid:192/1413,Yuyin Zhou,192/1413,0000-0003-2232-9563,8,6,59,Community 60,0.0
pid:13/310,Ed H. Chi,13/310,0000-0003-3230-5338,20,18,60,Community 61,0.0
pid:85/4697,Lichan Hong,85/4697,0009-0004-9563-554X,6,9,60,Community 61,0.0
pid:28/6429-1,Zhe Zhao 0001,28/6429-1,0000-0002-6847-0186,9,7,60,Community 61,0.0
pid:70/4090-2,Xuezhi Wang 0002,70/4090-2,0000-0003-3299-2780,15,5,60,Community 61,0.0
pid:78/4298,Minmin Chen,78/4298,0000-0002-7342-9022,6,3,60,Community 61,0.0
pid:g/RachidGuerraoui,Rachid Guerraoui,g/RachidGuerraoui,0000-0002-4794-8902,20,17,61,Community 62,0.0
pid:192/3250,Nirupam Gupta,192/3250,0000-0003-4252-9319,8,8,61,Community 62,0.0
pid:198/0984,El Mahdi El Mhamdi,198/0984,0000-0001-5041-1260,9,6,61,Community 62,0.0
pid:183/8751,Lê Nguyên Hoang,183/8751,0000-0002-9236-5837,3,3,61,Community 62,0.0
pid:48/474,Yunji Chen,48/474,0000-0003-3925-5185,20,95,62,Community 63,0.0
pid:60/2536-40,Rui Zhang 0040,60/2536-40,0000-0001-8691-8549,16,85,62,Community 63,0.0
pid:44/11216,Zidong Du,44/11216,0000-0002-7603-4210,15,72,62,Community 63,0.0
pid:67/398-1,Qi Guo 0001,67/398-1,0000-0003-2530-5874,14,70,62,Community 63,0.0
pid:49/10052-1,Xing Hu 0001,49/10052-1,0000-0002-9979-0561,16,66,62,Community 63,0.0
pid:92/5001-1,Ling Li 0001,92/5001-1,0000-0001-8877-9052,10,57,62,Community 63,0.0
pid:120/4143,Ruizhi Chen,120/4143,0000-0001-6683-2342,7,38,62,Community 63,0.0
pid:262/3144-1,Yuanbo Wen 0001,262/3144-1,0000-0002-7775-2724,6,29,62,Community 63,0.0
pid:10/8015-1,Yongwei Zhao 0001,10/8015-1,0000-0002-5503-4457,4,13,62,Community 63,0.0
pid:167/3478,Hantao Yao,167/3478,0000-0001-8125-2864,6,12,62,Community 63,0.0
pid:49/11531-2,Haochen Li 0002,49/11531-2,0000-0003-0813-6351,3,12,62,Community 63,0.0
pid:118/3316-1,Yifan Hao 0001,118/3316-1,0009-0002-9823-2573,4,11,62,Community 63,0.0
pid:89/4611,Flávio P. Calmon,89/4611,0000-0002-7493-1428,19,9,63,Community 64,0.0
pid:181/2812-63,Hao Wang 0063,181/2812-63,0000-0002-6949-7241,5,5,63,Community 64,0.0
pid:138/5585,Berk Ustun,138/5585,0000-0001-5188-3155,15,4,63,Community 64,0.0
pid:55/5031,Bin Cui 0001,55/5031,0000-0003-1681-4677,27,41,64,Community 65,0.0
