author_id,name,dblp_pid,orcid,paper_count,weighted_degree,community_id,community_label,bridge_score
pid:236/7003,Xingcheng Fu,236/7003,0000-0002-4643-8126,7,18,187,Community 188,0.0
pid:64/9877,Wenhan Luo,64/9877,0000-0002-5697-4168,10,17,187,Community 188,6.352941176470589
pid:52/4150-4,Hong Chen 0004,52/4150-4,0000-0002-9084-5482,16,16,187,Community 188,0.0
pid:269/4608,Yifan Zang 0001,269/4608,0000-0003-4537-384X,5,15,187,Community 188,0.0
pid:17/11359,Tieliang Gong,17/11359,0000-0002-3840-441X,9,14,187,Community 188,0.0
pid:16/7565-1,Jie Fu 0001,16/7565-1,0000-0002-4494-843X,18,13,187,Community 188,2.4615384615384617
pid:69/7742-1,Hao Peng 0001,69/7742-1,0000-0001-7422-630X,10,13,187,Community 188,0.0
pid:03/1094-32,Wei Yang 0032,03/1094-32,0000-0002-6488-2546,13,12,187,Community 188,0.0
pid:142/0008-1,Chengjie Wang 0001,142/0008-1,0000-0003-4216-8090,8,12,187,Community 188,0.0
pid:262/3664,Xuming Hu,262/3664,0000-0001-6075-4224,10,11,187,Community 188,0.0
pid:169/6247,Feihu Huang 0001,169/6247,0000-0003-0806-6074,14,10,187,Community 188,0.0
pid:20/4471-2,Cheng Deng 0002,20/4471-2,0000-0003-2620-3247,13,10,187,Community 188,0.0
pid:39/800-1,Feng Zheng 0001,39/800-1,0000-0002-1701-9141,11,10,187,Community 188,0.0
pid:00/105-4,Weiming Liu 0004,00/105-4,0000-0002-4262-639X,6,10,187,Community 188,0.0
pid:162/1287,Haoyi Zhou,162/1287,0000-0002-2393-3634,6,9,187,Community 188,0.0
pid:226/4403,Xingqun Qi,226/4403,0000-0002-9772-5707,3,9,187,Community 188,0.0
pid:74/3608-2,Lin Ma 0002,74/3608-2,0000-0002-7331-6132,11,8,187,Community 188,0.0
pid:56/4499-15,Liang Wang 0015,56/4499-15,0000-0002-6981-557X,5,8,187,Community 188,0.0
pid:36/172-1,Lijie Wen 0001,36/172-1,0000-0003-0358-3160,5,8,187,Community 188,0.0
pid:32/598-1,Cheng Ji 0001,32/598-1,0000-0003-2513-3822,4,8,187,Community 188,0.0
