country_name,affiliation,paper_count,country_paper_count,global_share_percent,country_share_percent
Australia,Queensland University of Technology,3,116,0.08010680907877168,2.586206896551724
Australia,University of Sydney,3,116,0.08010680907877168,2.586206896551724
Australia,Australian Regenerative Medicine Institute,2,116,0.0534045393858478,1.7241379310344827
Australia,La Trobe University,2,116,0.0534045393858478,1.7241379310344827
Australia,Monash University,2,116,0.0534045393858478,1.7241379310344827
Australia,RMIT University,2,116,0.0534045393858478,1.7241379310344827
Australia,Thales (Australia),2,116,0.0534045393858478,1.7241379310344827
Australia,The Royal Melbourne Hospital,2,116,0.0534045393858478,1.7241379310344827
Australia,University of South Australia,2,116,0.0534045393858478,1.7241379310344827
France,Centre National de la Recherche Scientifique,20,112,0.5340453938584779,17.857142857142858
France,École Normale Supérieure - PSL,14,112,0.3738317757009346,12.5
France,École Polytechnique,14,112,0.3738317757009346,12.5
France,Institut national de recherche en sciences et technologies du numérique,10,112,0.26702269692923897,8.928571428571429
France,EURECOM,8,112,0.2136181575433912,7.142857142857142
France,Laboratoire de Mathématiques d'Orsay,5,112,0.13351134846461948,4.464285714285714
France,Institut polytechnique de Grenoble,4,112,0.1068090787716956,3.571428571428571
France,Télécom Paris,4,112,0.1068090787716956,3.571428571428571
France,École Normale Supérieure de Lyon,4,112,0.1068090787716956,3.571428571428571
France,Laboratoire d'Informatique Fondamentale de Lille,3,112,0.08010680907877168,2.6785714285714284
France,Organisation de Coopération et de Développement Economiques,3,112,0.08010680907877168,2.6785714285714284
France,Sorbonne Université,3,112,0.08010680907877168,2.6785714285714284
France,Université Côte d'Azur,3,112,0.08010680907877168,2.6785714285714284
France,Université Paris-Saclay,3,112,0.08010680907877168,2.6785714285714284
France,École Normale Supérieure Paris-Saclay,3,112,0.08010680907877168,2.6785714285714284
France,École nationale des ponts et chaussées,3,112,0.08010680907877168,2.6785714285714284
France,Institut Polytechnique de Paris,2,112,0.0534045393858478,1.7857142857142856
France,Institut national de recherche en informatique et en automatique,2,112,0.0534045393858478,1.7857142857142856
France,Laboratoire Traitement et Communication de l’Information,2,112,0.0534045393858478,1.7857142857142856
France,Laboratoire d'Informatique de Grenoble,2,112,0.0534045393858478,1.7857142857142856
